No.	A	->	B		C		D	Left side feats	Right side feats	Scope	Hits	Reliability	Confidence	examples	exceptions
48	e	->	e	/	X s	__	r y	[]	[]	27	15	0.556	0.489	aserk, obserb, konserb, reserb, serk, preserb, insert, desert, eksaserb, aser, disert, maser, ulser, laser, enser	serr, enserr, asert, deskonsert, konsert, entreserr, serr, aserr, desasert, desenserr, deserb, deserr
302	e	->	e	/	X s	__	n y	[]	[]	27	15	0.556	0.489	present, represent, konsentr, sentr, sen, presensj, almasen, asend, awsent, insendj, lisensj, sersen, adesent, sens, desentr	sent, asent, asentw, akresent, resent, apasent, insens, asensw, desent, desasent, ensent, sent
258	e	->	e	/	r	__	 y	[]	[]	10	6	0.6	0.482	res, rest, rent, rem, ret, rept	reg, resfrj, rekrj, resfrj
928	e	->	e	/	X l	__	g y	[]	[]	10	6	0.6	0.482	alegr, aleg, releg, dobleg, deleg, leg	despleg, pleg, repleg, pleg
1710	e	->	e	/	X des	__	 y	[]	[]	10	6	0.6	0.482	dese, deseC, desert, adesent, desek, desentr	desel, desent, deserb, deserr
2032	e	->	e	/	X im	__	 y	[]	[]	10	6	0.6	0.482	aliment, eksperiment, kumpliment, kondiment, lagrime, pabiment	siment, reximent, salpiment, desiment
30	e	->	e	/	X 	__	nt	[]	[]	77	40	0.519	0.481	present, intent, represent, koment, awment, enfrent, inbent, aliment, eksperiment, lament, iNkrement, argument, kontent, foment, aparent, sustent, ostent, atorment, awsent	sent, kalent, asent, rebent, alent, atent, ment, tent, akresent, resent, ensaNgrent, desalent, rekalent, siment, eskarment, dent, bent, apasent, abent
2608	e	->	e	/	X apr	__	 y	[]	[]	8	5	0.625	0.474	apresj, apres, aprest, apremj, desapresj	apret, desapret, reapret
541	e	->	e	/	X t	__	n y	[]	[]	16	9	0.563	0.473	intent, kontent, potensj, sentensj, sustent, ostent, tens, patent, koNkaten	atent, tent, atenw, ekstenw, deskontent, retent, desatent
324	e	->	e	/	X r	__	g	[]	[]	12	7	0.583	0.439	entreg, agreg, segreg, koNgreg, breg, disgreg, desagreg	reg, freg, restreg, refreg, estreg
714	e	->	e	/	X 	__	rt	[]	[]	11	6	0.545	0.437	libert, alert, insert, desert, disert, iNxert	despert, asert, deskonsert, konsert, desasert
232	e	->	e	/	X im	__	nt	[]	[]	9	5	0.556	0.432	aliment, eksperiment, kumpliment, kondiment, pabiment	siment, reximent, salpiment, desiment
806	e	->	e	/	des	__	 y	[]	[]	9	5	0.556	0.432	dese, deseC, desert, desek, desentr	desel, desent, deserb, deserr
929	e	->	e	/	X l	__	g	[]	[]	9	5	0.556	0.432	aleg, releg, dobleg, deleg, leg	despleg, pleg, repleg, pleg
1998	e	->	e	/	X ons	__	 y	[]	[]	9	5	0.556	0.432	konserb, konsentr, akonsex, desakonsex, bronse	deskonsert, konsert, konseptw, deskonseptw
599	e	->	e	/	X ent	__	 y	[]	[]	7	4	0.571	0.428	enter, sentensj, serpente, adentej	enterr, desenterr, entes
2080	e	->	e	/	X es	__	nt y	[]	[]	7	4	0.571	0.428	present, represent, adesent, desentr	akresent, resent, desent
303	e	->	e	/	s	__	n y	[]	[]	5	3	0.6	0.42	sentr, sen, sens	sent, sent
539	e	->	e	/	X b	__	s	[]	[]	5	3	0.6	0.42	bes, eNkabes, deskabes	atrabes, trabes
916	e	->	e	/	X p	__	ns	[]	[]	5	3	0.6	0.42	kompens, dispens, rekompens	pens, repens
1459	e	->	e	/	X f	__	s y	[]	[]	5	3	0.6	0.42	profes, infest, kontramanifest	manifest, konfes
1642	e	->	e	/	X sm	__	 y	[]	[]	5	3	0.6	0.42	usme, esmer, Cisme	desmembr, desmel
1719	e	->	e	/	X s	__	ns y	[]	[]	5	3	0.6	0.42	presensj, lisensj, sens	insens, asensw
2270	e	->	e	/	emp	__	 y	[]	[]	5	3	0.6	0.42	empeñ, emperr, empern	empes, empedr
2425	e	->	e	/	X ob	__	 y	[]	[]	5	3	0.6	0.42	aprobeC, desaprobeC, abobed	gobern, desgobern
156	e	->	e	/	X 	__	g	[]	[]	37	17	0.459	0.405	entreg, peg, agreg, nabeg, aleg, despeg, segreg, releg, dobleg, koNgreg, deleg, leg, apeg, breg, disgreg, eNxalbeg, desagreg	neg, despleg, seg, pleg, reg, freg, reneg, restreg, repleg, soseg, deneg, aneg, desasoseg, seg, refreg, traseg, abneg, asoseg, estreg
1431	e	->	e	/	X 	__	rn	[]	[]	12	6	0.5	0.399	intern, altern, eNkwadern, konstern, ibern, empern	gobern, infern, inbern, desgobern, entrepern, despern
537	e	->	e	/	X nt	__	nt	[]	[]	3	2	0.667	0.396	intent, kontent	deskontent
560	e	->	e	/	X nb	__	 y	[]	[]	3	2	0.667	0.396	inbent, konbers	inbern
958	e	->	e	/	ins	__	 y	[]	[]	3	2	0.667	0.396	insendj, insert	insens
991	e	->	e	/	X Ngr	__	 y	[]	[]	3	2	0.667	0.396	iNgres, koNgreg	ensaNgrent
1031	e	->	e	/	X p	__	t y	[]	[]	3	2	0.667	0.396	respet, perpetr	perpetw
1413	e	->	e	/	X erp	__	 y	[]	[]	3	2	0.667	0.396	perpetr, interpel	perpetw
1458	e	->	e	/	inf	__	 y	[]	[]	3	2	0.667	0.396	infekt, infest	infern
1543	e	->	e	/	X rm	__	nt	[]	[]	3	2	0.667	0.396	atorment, ferment	eskarment
1636	e	->	e	/	X st	__	r y	[]	[]	3	2	0.667	0.396	posterg, konstern	desterr
1758	e	->	e	/	af	__	 y	[]	[]	3	2	0.667	0.396	afekt, afe	aferr
1845	e	->	e	/	refr	__	 y	[]	[]	3	2	0.667	0.396	refresk, refren	refreg
2081	e	->	e	/	X des	__	nt y	[]	[]	3	2	0.667	0.396	adesent, desentr	desent
2148	e	->	e	/	sem	__	 y	[]	[]	3	2	0.667	0.396	semex, sement	sement
2573	e	->	e	/	X f	__	st	[]	[]	3	2	0.667	0.396	infest, kontramanifest	manifest
2574	e	->	e	/	X if	__	 y	[]	[]	3	2	0.667	0.396	bosifer, kontramanifest	manifest
2703	e	->	e	/	X 	__	str	[]	[]	3	2	0.667	0.396	amaestr, eNkabestr	adestr
684	e	->	e	/	X t	__	nt	[]	[]	10	5	0.5	0.389	intent, kontent, sustent, ostent, patent	atent, tent, deskontent, retent, desatent
1097	e	->	e	/	X 	__	b y	[]	[]	17	8	0.471	0.388	selebr, eleb, subleb, seb, abrebj, releb, enebr, leb	kebr, neb, pernikebr, rekebr, alebr, alikebr, anebl, desneb, reskebr
347	e	->	e	/	X kons	__	 y	[]	[]	8	4	0.5	0.374	konserb, konsentr, akonsex, desakonsex	deskonsert, konsert, konseptw, deskonseptw
514	e	->	e	/	X 	__	nd y	[]	[]	16	7	0.438	0.356	bend, eNxendr, asend, insendj, prend, bilipendj, kompendj	rekomend, eNkomend, merend, enmend, arrend, remend, desarrend, deslendr, subarrend
1260	e	->	e	/	X at	__	 y	[]	[]	17	10	0.588	0.352	patent, pate, gate, regate, olfate, garabate, koNkaten, pirate, bate, prorrate	atent, aterr, atenw, atest, ates, desatent, desaterr
1307	e	->	e	/	X p	__	s	[]	[]	6	3	0.5	0.351	pes, espes, kontrapes	empes, tropes, desentropes
1390	e	->	e	/	X es	__	r y	[]	[]	6	3	0.5	0.351	reserb, preserb, desert	entreserr, deserb, deserr
1709	e	->	e	/	X es	__	nt	[]	[]	6	3	0.5	0.351	present, represent, adesent	akresent, resent, desent
275	e	->	e	/	X s	__	nt y	[]	[]	17	7	0.412	0.334	present, represent, konsentr, sentr, awsent, adesent, desentr	sent, asent, asentw, akresent, resent, apasent, desent, desasent, ensent, sent
277	e	->	e	/	kons	__	 y	[]	[]	4	2	0.5	0.31	konserb, konsentr	konsert, konseptw
520	e	->	e	/	r	__	s y	[]	[]	4	2	0.5	0.31	res, rest	resfrj, resfrj
643	e	->	e	/	X nt	__	r y	[]	[]	4	2	0.5	0.31	enter, intern	enterr, desenterr
871	e	->	e	/	X ns	__	n y	[]	[]	4	2	0.5	0.31	konsentr, insendj	insens, ensent
1018	e	->	e	/	an	__	 y	[]	[]	4	2	0.5	0.31	anel, aneks	aneg, anebl
1057	e	->	e	/	X trop	__	 y	[]	[]	4	2	0.5	0.31	estrope, atropej	tropes, desentropes
1624	e	->	e	/	as	__	r y	[]	[]	4	2	0.5	0.31	aserk, aser	asert, aserr
2053	e	->	e	/	ad	__	 y	[]	[]	4	2	0.5	0.31	adentr, adens	adekw, adestr
2141	e	->	e	/	X 	__	ks y	[]	[]	4	2	0.5	0.31	pretekst, aneks	ekspj, kontekstw
2358	e	->	e	/	X sas	__	 y	[]	[]	4	2	0.5	0.31	eksaserb, desase	desasert, desasent
2378	e	->	e	/	ens	__	 y	[]	[]	4	2	0.5	0.31	enseñ, enser	enserr, ensent
2420	e	->	e	/	ab	__	 y	[]	[]	4	2	0.5	0.31	aberr, abeNg	aberj, abent
2636	e	->	e	/	X t	__	s	[]	[]	4	2	0.5	0.31	bostes, deskortes	ates, entes
957	e	->	e	/	X ns	__	r y	[]	[]	7	3	0.429	0.303	konserb, insert, enser	enserr, deskonsert, konsert, desenserr
1132	e	->	e	/	X pl	__	 y	[]	[]	7	3	0.429	0.303	emple, komplet, replet	despleg, pleg, repleg, pleg
1391	e	->	e	/	X s	__	rt	[]	[]	7	3	0.429	0.303	insert, desert, disert	asert, deskonsert, konsert, desasert
497	e	->	e	/	X b	__	n y	[]	[]	8	3	0.375	0.267	inbent, bend, solbent	rebent, bent, abent, desbent, erbent
1251	e	->	e	/	X d	__	nt y	[]	[]	5	2	0.4	0.254	adentr, aksident	dent, desdent, endent
2006	e	->	e	/	X at	__	n y	[]	[]	5	2	0.4	0.254	patent, koNkaten	atent, atenw, desatent
804	e	->	e	/	X s	__	nt	[]	[]	13	4	0.308	0.231	present, represent, awsent, adesent	sent, asent, akresent, resent, apasent, desent, desasent, ensent, sent
1466	e	->	e	/	X f	__	r y	[]	[]	6	2	0.333	0.214	enferm, bosifer	aferr, infern, desaferr, ferr
557	e	->	e	/	X 	__	nd	[]	[]	11	3	0.273	0.196	bend, asend, prend	rekomend, eNkomend, merend, enmend, arrend, remend, desarrend, subarrend
558	e	->	e	/	X as	__	n y	[]	[]	7	2	0.286	0.186	almasen, asend	asent, asentw, apasent, asensw, desasent
1113	e	->	e	/	X b	__	nt	[]	[]	7	2	0.286	0.186	inbent, solbent	rebent, bent, abent, desbent, erbent
1496	e	->	e	/	X 	__	br	[]	[]	8	2	0.25	0.165	selebr, enebr	kebr, pernikebr, rekebr, alebr, alikebr, reskebr
2449	e	->	e	/	X l	__	n y	[]	[]	8	2	0.25	0.165	silensj, adelent	kalent, alent, desalent, rekalent, deslendr, sobrekalent
670	e	->	e	/	f	__	 y	[]	[]	2	1	0.5	0.146	feC	ferr
848	e	->	e	/	t	__	n y	[]	[]	2	1	0.5	0.146	tens	tent
1497	e	->	e	/	en	__	 y	[]	[]	2	1	0.5	0.146	enebr	enest
2231	e	->	e	/	am	__	 y	[]	[]	2	1	0.5	0.146	ameNgw	ament
286	e	->	e	/	s	__	nt y	[]	[]	3	1	0.333	0.146	sentr	sent, sent
476	e	->	e	/	s	__	r y	[]	[]	3	1	0.333	0.146	serk	serr, serr
2421	e	->	e	/	X 	__	rr	[]	[]	20	2	0.1	0.069	emperr, aberr	serr, enserr, enterr, aferr, aterr, desterr, err, desenterr, entreserr, soterr, serr, err, aserr, desaferr, desaterr, desenserr, deserr, ferr
525	e	->	e	/	er	__	 y	[]	[]	1	1	1.0	(known word)ered	
849	e	->	e	/	t	__	ns y	[]	[]	1	1	1.0	(known word)tens	
912	e	->	e	/	X str	__		[]	[]	1	1	1.0	(known word)rastre	
965	e	->	e	/	t	__	r y	[]	[]	1	1	1.0	(known word)tersj	
994	e	->	e	/	X en	__		[]	[]	1	1	1.0	(known word)mene	
1069	e	->	e	/	b	__	r y	[]	[]	1	1	1.0	(known word)bers	
1217	e	->	e	/	osp	__	 y	[]	[]	1	1	1.0	(known word)osped	
1315	e	->	e	/	r	__	n y	[]	[]	1	1	1.0	(known word)rent	
1377	e	->	e	/	tr	__	n y	[]	[]	1	1	1.0	(known word)trens	
1600	e	->	e	/	um	__	 y	[]	[]	1	1	1.0	(known word)ume	
1617	e	->	e	/	X ent	__		[]	[]	1	1	1.0	(known word)serpente	
1675	e	->	e	/	X ost	__		[]	[]	1	1	1.0	(known word)koste	
1720	e	->	e	/	s	__	ns y	[]	[]	1	1	1.0	(known word)sens	
1724	e	->	e	/	X sp	__		[]	[]	1	1	1.0	(known word)Cispe	
1726	e	->	e	/	X isp	__		[]	[]	1	1	1.0	(known word)Cispe	
1745	e	->	e	/	X t	__	k	[]	[]	1	1	1.0	(known word)ipotek	
1759	e	->	e	/	X f	__		[]	[]	1	1	1.0	(known word)afe	
1801	e	->	e	/	r	__	p y	[]	[]	1	1	1.0	(known word)rept	
1835	e	->	e	/	X ak	__		[]	[]	1	1	1.0	(known word)flake	
1920	e	->	e	/	C	__	 y	[]	[]	1	1	1.0	(known word)Cek	
1983	e	->	e	/	X mp	__		[]	[]	1	1	1.0	(known word)trampe	
1999	e	->	e	/	X ons	__		[]	[]	1	1	1.0	(known word)bronse	
2005	e	->	e	/	X t	__	n	[]	[]	1	1	1.0	(known word)koNkaten	
2025	e	->	e	/	ib	__	 y	[]	[]	1	1	1.0	(known word)ibern	
2066	e	->	e	/	ar	__	 y	[]	[]	1	1	1.0	(known word)areNg	
2125	e	->	e	/	X is	__		[]	[]	1	1	1.0	(known word)sise	
2190	e	->	e	/	par	__	 y	[]	[]	1	1	1.0	(known word)pare	
2338	e	->	e	/	X int	__		[]	[]	1	1	1.0	(known word)karpinte	
2379	e	->	e	/	X ns	__	r	[]	[]	1	1	1.0	(known word)enser	
2403	e	->	e	/	X oNx	__		[]	[]	1	1	1.0	(known word)lisoNxe	
2680	e	->	e	/	X bl	__		[]	[]	1	1	1.0	(known word)djable	
2840	e	->	e	/	X est	__		[]	[]	1	1	1.0	(known word)tempeste	
809	e	->	e	/		__	n y	[]	[]	3	2	0.667	0.396	entr, enfrj	enbj
35	e	->	e	/		__	 y	[]	[]	13	4	0.308	0.231	entr, eC, enfrj, esC	est, enbj, espj, el, err, eskj, err, ekspj, estrj
1597	nw	->	nu	/	X te	__		[]	[]	2	2	1.0	0.57	atenw, ekstenw	
